Lat,Lon,Elevation (m),Temperature,Salinity,Dissolved Oxygen,Nitrate,Phosphate,Silicate
37.5,-124.5,0,0.783938035,0.952382325,0.982769726,0.033466135,0.143664245,0.015793307
37.5,-123.5,0,0.750684293,0.956590667,0.990660225,0.085775816,0.17944579,0.038644491
38.5,-124.5,0,0.735717198,0.950710518,0.973752013,0.020114138,0.197740113,0.015820899
38.5,-123.5,0,0.673810494,0.959040729,0.955394525,0.190115215,0.235942965,0.063818868
39.5,-124.5,0,0.708403704,0.949672845,0.967149758,0.055992247,0.207694377,0.036685502
30.5,-124.5,-5,0.996855163,0.963191422,0.892270531,0.00157209,0.093354856,0.012085026
30.5,-123.5,-5,0.993244424,0.961548439,0.897584541,0.001249058,0.086898036,0.012438195
30.5,-122.5,-5,0.991497292,0.961807857,0.901288245,0.001442877,0.086359968,0.01242164
30.5,-121.5,-5,0.975016015,0.961116075,0.9,0.001679767,0.092816788,0.012465787
30.5,-120.5,-5,0.967678062,0.962355518,0.893880837,0.001679767,0.10008071,0.012267129
30.5,-119.5,-5,0.96901753,0.964084974,0.891143317,0.001313664,0.104923325,0.011389723
30.5,-118.5,-5,0.980606837,0.966160321,0.891304348,0.001356735,0.099542642,0.010788231
30.5,-117.5,-5,0.996622212,0.966073848,0.894363929,0.002455045,0.099004574,0.01197466
30.5,-116.5,-5,0.949973793,0.965929726,0.919645733,0.002455045,0.110034974,0.01360807
31.5,-124.5,-5,0.971871178,0.958406595,0.907246377,0.001658232,0.08716707,0.012956913
31.5,-123.5,-5,0.964533225,0.958752486,0.910305958,0.001529019,0.087974173,0.012311275
31.5,-122.5,-5,0.953933958,0.959300147,0.911594203,0.001852051,0.090664514,0.01229472
31.5,-121.5,-5,0.942519364,0.960654887,0.916908213,0.002670399,0.094700027,0.012206428
31.5,-120.5,-5,0.944266496,0.961836682,0.913043478,0.00223969,0.094700027,0.012062952
31.5,-119.5,-5,0.945314775,0.964488514,0.916747182,0.004350167,0.095238095,0.012316793
31.5,-118.5,-5,0.968260439,0.964719108,0.905636071,0.001593625,0.095776164,0.011886368
31.5,-117.5,-5,0.980199173,0.966131496,0.909178744,0.001421342,0.091740651,0.010931706
32.5,-124.5,-5,0.944091783,0.957311273,0.909339775,0.002821148,0.108689804,0.015754679
32.5,-123.5,-5,0.935530837,0.956533018,0.919162641,0.001658232,0.091740651,0.01242164
32.5,-122.5,-5,0.918175994,0.957513043,0.928663446,0.004974696,0.096045198,0.013183163
32.5,-121.5,-5,0.913109312,0.959242498,0.93236715,0.006934424,0.098197471,0.012874139
32.5,-120.5,-5,0.904606604,0.962211397,0.931400966,0.009217185,0.101156847,0.012890694
32.5,-119.5,-5,0.918641896,0.964517338,0.931239936,0.010595456,0.099273608,0.01344804
32.5,-118.5,-5,0.967561586,0.966102672,0.921095008,0.005017767,0.091471617,0.012465787
32.5,-117.5,-5,0.980898026,0.965497363,0.937198068,0.004070206,0.084476729,0.014844164
33.5,-124.5,-5,0.930930056,0.954054132,0.928019324,0.001765909,0.091202583,0.012686518
33.5,-123.5,-5,0.908508532,0.955264751,0.936553945,0.003790244,0.096314232,0.012874139
33.5,-122.5,-5,0.88498049,0.957311273,0.941384863,0.009712501,0.107075599,0.013613588
33.5,-121.5,-5,0.870712247,0.959501917,0.948792271,0.012318294,0.108151735,0.013906057
33.5,-120.5,-5,0.857259333,0.964257919,0.946376812,0.031118768,0.119182136,0.017939917
33.5,-119.5,-5,0.902684759,0.965641484,0.947342995,0.024055131,0.112456282,0.01760882
33.5,-118.5,-5,0.976297245,0.965670308,0.946376812,0.007020566,0.084745763,0.013762582
34.5,-124.5,-5,0.876943684,0.954544144,0.934621578,0.003897922,0.114070487,0.011891886
34.5,-123.5,-5,0.864830237,0.954601793,0.949436393,0.006331431,0.08716707,0.012675481
34.5,-122.5,-5,0.859181178,0.957974231,0.953623188,0.012469043,0.105192359,0.014358556
34.5,-121.5,-5,0.834721332,0.963364367,0.966022544,0.030041994,0.123755717,0.016587939
35.5,-124.5,-5,0.853124454,0.953247053,0.954267311,0.010660062,0.099811676,0.01940226
35.5,-123.5,-5,0.834663095,0.955898885,0.954267311,0.01953268,0.126984127,0.014777945
35.5,-122.5,-5,0.803389436,0.95878131,0.955555556,0.029223646,0.143126177,0.018105465
35.5,-121.5,-5,0.773105818,0.962528464,0.934621578,0.068095187,0.168146355,0.028717111
36.5,-124.5,-5,0.819579524,0.952670568,0.966666667,0.002928825,0.126984127,0.019192566
36.5,-123.5,-5,0.812649234,0.95587006,0.971497585,0.03387531,0.131019639,0.018966316
36.5,-122.5,-5,0.744045192,0.963767907,0.986956522,0.139959083,0.231907452,0.048660162
37.5,-124.5,-5,0.780909673,0.952497622,0.985668277,0.038333154,0.146623621,0.016267879
37.5,-123.5,-5,0.746432939,0.957195976,0.988727858,0.094346937,0.18401937,0.039593634
38.5,-124.5,-5,0.734144779,0.950912288,0.975201288,0.02134166,0.199623352,0.016036112
38.5,-123.5,-5,0.670782133,0.959328971,0.945249597,0.204177883,0.242668819,0.052037348
39.5,-124.5,-5,0.704851203,0.949989912,0.966988728,0.054420157,0.206887275,0.037458061
30.5,-124.5,-10,1,0.963104949,0.895491143,0.001442877,0.092278719,0.011864295
30.5,-123.5,-10,0.990973152,0.961433142,0.898389694,0.001205987,0.086629002,0.012256092
30.5,-122.5,-10,0.988410692,0.961779033,0.901127214,0.001399806,0.085821899,0.01229472
30.5,-121.5,-10,0.974025974,0.961087251,0.901449275,0.00157209,0.092547754,0.012371976
30.5,-120.5,-10,0.96645507,0.962326694,0.896618357,0.001593625,0.099542642,0.01226161
30.5,-119.5,-10,0.969134005,0.964027325,0.894202899,0.00114138,0.104654291,0.011411796
30.5,-118.5,-10,0.982121018,0.966045023,0.892592593,0.001249058,0.098197471,0.01066131
30.5,-117.5,-10,0.994350941,0.965785605,0.897101449,0.002498116,0.099542642,0.012090544
30.5,-116.5,-10,0.946770718,0.965699132,0.920450886,0.004630128,0.112456282,0.014077123
31.5,-124.5,-10,0.970182284,0.958493068,0.907407407,0.001550555,0.086898036,0.012829993
31.5,-123.5,-10,0.9646497,0.95878131,0.910950081,0.001464413,0.087705139,0.012151245
31.5,-122.5,-10,0.953002155,0.959271323,0.913365539,0.00180898,0.090664514,0.012211946
31.5,-121.5,-10,0.941005183,0.960597239,0.917713366,0.002605793,0.094430993,0.012096062
31.5,-120.5,-10,0.941762274,0.961807857,0.915458937,0.002218154,0.094161959,0.011991215
31.5,-119.5,-10,0.943625881,0.964373216,0.918357488,0.004371702,0.094969061,0.012305757
31.5,-118.5,-10,0.963834372,0.964574986,0.906924316,0.001615161,0.095507129,0.011864295
31.5,-117.5,-10,0.974608351,0.965785605,0.912721417,0.002411974,0.092009685,0.011102772
32.5,-124.5,-10,0.942519364,0.957109503,0.915619968,0.002562722,0.111918214,0.015429101
32.5,-123.5,-10,0.931512434,0.956504194,0.919645733,0.001615161,0.091471617,0.012366458
32.5,-122.5,-10,0.915380584,0.957513043,0.928341385,0.005039302,0.096045198,0.013139016
32.5,-121.5,-10,0.909964475,0.959127201,0.935748792,0.007085173,0.098466505,0.012796883
32.5,-120.5,-10,0.902044144,0.962211397,0.931561997,0.009712501,0.101694915,0.012841029
32.5,-119.5,-10,0.913866403,0.964430865,0.933172303,0.01124152,0.099542642,0.013563924
32.5,-118.5,-10,0.959874207,0.966045023,0.923671498,0.00538387,0.092547754,0.012537524
32.5,-117.5,-10,0.955564615,0.965151471,0.942673108,0.006503715,0.091202583,0.015655351
33.5,-124.5,-10,0.925164522,0.954054132,0.928663446,0.001593625,0.090664514,0.01264789
33.5,-123.5,-10,0.904140702,0.955380048,0.938325282,0.003833315,0.096045198,0.012758255
33.5,-122.5,-10,0.88090385,0.957109503,0.942190016,0.010035534,0.106806564,0.013685326
33.5,-121.5,-10,0.867683886,0.959501917,0.950080515,0.013093572,0.108420769,0.013867429
33.5,-120.5,-10,0.851319085,0.964229095,0.944927536,0.034822871,0.124024751,0.018673848
33.5,-119.5,-10,0.888125328,0.965555011,0.945410628,0.030214278,0.118644068,0.018900097
33.5,-118.5,-10,0.957835886,0.965468538,0.947342995,0.009734037,0.089857412,0.01456825
34.5,-124.5,-10,0.874614175,0.954601793,0.935426731,0.00381178,0.113801453,0.011880849
34.5,-123.5,-10,0.864131384,0.954659441,0.957326892,0.007903521,0.094700027,0.0132549
34.5,-122.5,-10,0.855162774,0.95803188,0.954267311,0.012705933,0.105192359,0.01424819
34.5,-121.5,-10,0.829014035,0.963191422,0.965861514,0.033487671,0.12590799,0.016847298
35.5,-124.5,-10,0.848931338,0.953304701,0.955877617,0.011047701,0.099811676,0.019446406
35.5,-123.5,-10,0.830586454,0.955812412,0.95394525,0.020717131,0.128329298,0.015340809
35.5,-122.5,-10,0.800361074,0.958838959,0.956360709,0.030020459,0.14716169,0.01847519
35.5,-121.5,-10,0.765826102,0.962470815,0.933011272,0.072832992,0.177293516,0.029572444
36.5,-124.5,-10,0.816551162,0.952699392,0.96747182,0.002670399,0.129405434,0.02087564
36.5,-123.5,-10,0.808164929,0.955956533,0.975040258,0.035102832,0.139090665,0.019965124
36.5,-122.5,-10,0.732863549,0.964171447,0.959098229,0.159405621,0.253161151,0.053852861
37.5,-124.5,-10,0.776425368,0.952584095,0.985829308,0.043846237,0.14850686,0.016847298
37.5,-123.5,-10,0.741191544,0.957657164,0.982769726,0.103822548,0.191014259,0.041033904
38.5,-124.5,-10,0.72925281,0.951344652,0.976811594,0.030515775,0.204735001,0.018425525
38.5,-123.5,-10,0.663385941,0.960049578,0.929307568,0.231614084,0.254237288,0.055055845
39.5,-124.5,-10,0.700483373,0.95024933,0.963446055,0.051491332,0.204735001,0.037353214
30.5,-124.5,-15,0.992662046,0.963191422,0.89742351,0.0013352,0.092009685,0.011787039
30.5,-123.5,-15,0.988352455,0.961490791,0.899355878,0.001162916,0.086359968,0.012140208
30.5,-122.5,-15,0.987478889,0.961779033,0.90273752,0.001356735,0.085821899,0.012256092
30.5,-121.5,-15,0.970939375,0.961116075,0.901771337,0.001529019,0.092278719,0.01229472
30.5,-120.5,-15,0.963426708,0.962240221,0.897745572,0.001679767,0.098735539,0.012278165
30.5,-119.5,-15,0.963543183,0.96405615,0.895652174,0.001205987,0.104385257,0.011395241
30.5,-118.5,-15,0.973501834,0.966016199,0.894363929,0.001895122,0.098466505,0.010826859
30.5,-117.5,-15,0.986022946,0.965900902,0.904025765,0.002735006,0.101425881,0.012366458
30.5,-116.5,-15,0.921670258,0.965526187,0.916747182,0.010616991,0.117298897,0.01517526
31.5,-124.5,-15,0.967678062,0.958493068,0.907729469,0.00157209,0.086629002,0.012785847
31.5,-123.5,-15,0.961504863,0.958810135,0.912399356,0.001442877,0.087436104,0.012051916
31.5,-122.5,-15,0.949566129,0.959328971,0.914331723,0.001895122,0.090933549,0.012145727
31.5,-121.5,-15,0.937860346,0.960683711,0.91884058,0.002842683,0.094430993,0.012051916
31.5,-120.5,-15,0.938559199,0.961836682,0.916586151,0.002347367,0.094161959,0.011908441
31.5,-119.5,-15,0.937685633,0.964373216,0.920772947,0.005190051,0.096314232,0.012443714
31.5,-118.5,-15,0.956787607,0.964603811,0.909178744,0.003962528,0.097390369,0.012217464
31.5,-117.5,-15,0.961038961,0.965756781,0.917552335,0.00538387,0.096314232,0.011963624
32.5,-124.5,-15,0.94030633,0.957138328,0.909983897,0.002648864,0.112187248,0.015280108
32.5,-123.5,-15,0.930638868,0.956561842,0.920611916,0.001636696,0.091471617,0.012322311
32.5,-122.5,-15,0.91188632,0.957570691,0.928341385,0.005340799,0.096314232,0.013122462
32.5,-121.5,-15,0.906353736,0.959156026,0.9352657,0.007472811,0.098735539,0.012824475
32.5,-120.5,-15,0.897443364,0.962240221,0.931400966,0.012016798,0.10330912,0.013105907
32.5,-119.5,-15,0.903907751,0.964373216,0.93236715,0.01457952,0.101694915,0.013994349
32.5,-118.5,-15,0.946130103,0.965814429,0.925120773,0.010293959,0.097659403,0.013508741
32.5,-117.5,-15,0.921146118,0.964834405,0.937681159,0.015893184,0.104923325,0.018028209
33.5,-124.5,-15,0.927552268,0.954054132,0.928824477,0.001658232,0.090664514,0.012658926
33.5,-123.5,-15,0.903733038,0.955322399,0.938164251,0.003984064,0.096314232,0.012675481
33.5,-122.5,-15,0.87857434,0.957311273,0.941706924,0.01143534,0.108151735,0.013883984
33.5,-121.5,-15,0.863432532,0.95958839,0.950724638,0.015117907,0.110034974,0.014049532
33.5,-120.5,-15,0.841302196,0.964286744,0.938647343,0.045461398,0.132095776,0.020632836
33.5,-119.5,-15,0.865354377,0.965526187,0.929468599,0.049660816,0.134786118,0.022691153
33.5,-118.5,-15,0.92597985,0.965093823,0.942512077,0.0190589,0.104116223,0.017283242
34.5,-124.5,-15,0.870712247,0.95471709,0.933011272,0.003790244,0.113801453,0.011842221
34.5,-123.5,-15,0.858831751,0.954745914,0.957165862,0.00628836,0.087705139,0.01261478
34.5,-122.5,-15,0.852425601,0.958118352,0.955716586,0.014536449,0.105999462,0.014430293
34.5,-121.5,-15,0.823073787,0.963422016,0.960225443,0.041132766,0.133979015,0.018022691
35.5,-124.5,-15,0.845611787,0.953391174,0.956199678,0.01190912,0.100887813,0.019689211
35.5,-123.5,-15,0.826742764,0.956129479,0.951207729,0.021729299,0.131557708,0.015522912
35.5,-122.5,-15,0.793605498,0.959069553,0.953301127,0.034284484,0.152004305,0.018883542
35.5,-121.5,-15,0.760293518,0.962816707,0.92705314,0.073586734,0.183481302,0.031167226
36.5,-124.5,-15,0.812008619,0.95295881,0.969082126,0.003316464,0.131826742,0.021874448
36.5,-123.5,-15,0.80199173,0.9562736,0.969726248,0.036782599,0.141242938,0.020997042
36.5,-122.5,-15,0.718711781,0.964690283,0.925120773,0.189792183,0.277374227,0.060176806
37.5,-124.5,-15,0.77100926,0.952728216,0.984702093,0.048885539,0.152811407,0.017454309
37.5,-123.5,-15,0.732397647,0.958176001,0.963446055,0.118358996,0.20527307,0.044780814
38.5,-124.5,-15,0.723254324,0.951661719,0.974074074,0.054420157,0.210653753,0.023723071
38.5,-123.5,-15,0.654824996,0.96074136,0.912238325,0.244190804,0.263922518,0.056904468
39.5,-124.5,-15,0.693553084,0.950508748,0.954589372,0.059997846,0.213075061,0.040669698
30.5,-124.5,-20,0.990332537,0.963306719,0.898550725,0.001270593,0.091740651,0.011764966
30.5,-123.5,-20,0.985498806,0.961519615,0.900322061,0.001119845,0.086359968,0.012046398
30.5,-122.5,-20,0.984683478,0.961750209,0.904669887,0.001356735,0.085552865,0.012211946
30.5,-121.5,-20,0.96721216,0.961116075,0.902415459,0.001507484,0.092009685,0.012250574
30.5,-120.5,-20,0.959350067,0.962211397,0.898872786,0.001765909,0.098735539,0.01229472
30.5,-119.5,-20,0.958068837,0.963969677,0.896135266,0.001292129,0.104116223,0.011389723
30.5,-118.5,-20,0.967037447,0.965814429,0.897584541,0.002304296,0.099811676,0.011113809
30.5,-117.5,-20,0.97361831,0.96561266,0.911755233,0.002971896,0.103040086,0.012719627
30.5,-116.5,-20,0.901228816,0.96520912,0.911111111,0.016216216,0.126715093,0.016444464
31.5,-124.5,-20,0.965232077,0.958550716,0.908534622,0.001701303,0.086629002,0.012752737
31.5,-123.5,-20,0.958709452,0.958867783,0.914653784,0.001442877,0.08716707,0.011980178
31.5,-122.5,-20,0.946246579,0.95938662,0.915619968,0.002024335,0.090933549,0.012051916
31.5,-121.5,-20,0.933958418,0.960654887,0.920289855,0.003014967,0.095238095,0.011991215
31.5,-120.5,-20,0.933084852,0.961865506,0.917713366,0.002498116,0.094430993,0.011969142
31.5,-119.5,-20,0.930813581,0.964286744,0.923993559,0.006266825,0.097928437,0.012620298
31.5,-118.5,-20,0.943625881,0.964459689,0.912077295,0.00581458,0.10008071,0.012548561
31.5,-117.5,-20,0.941762274,0.965382066,0.922866345,0.008011198,0.101156847,0.012879657
32.5,-124.5,-20,0.938035059,0.9572248,0.907568438,0.002842683,0.112456282,0.014496512
32.5,-123.5,-20,0.927552268,0.956619491,0.9215781,0.001658232,0.091202583,0.012278165
32.5,-122.5,-20,0.907402015,0.957657164,0.928824477,0.005793044,0.096583266,0.013177644
32.5,-121.5,-20,0.901287054,0.95918485,0.937037037,0.008054269,0.099542642,0.012852066
32.5,-120.5,-20,0.891211927,0.962211397,0.93252818,0.01391192,0.104923325,0.013337674
32.5,-119.5,-20,0.889173607,0.964257919,0.931400966,0.0177237,0.104923325,0.014651024
32.5,-118.5,-20,0.922660299,0.965468538,0.925442834,0.017228384,0.105730428,0.015053858
32.5,-117.5,-20,0.877176635,0.964603811,0.92979066,0.030451168,0.122141512,0.021432986
33.5,-124.5,-20,0.924349193,0.954054132,0.92979066,0.001830516,0.090664514,0.012658926
33.5,-123.5,-20,0.900297012,0.955322399,0.936876006,0.004307096,0.0968523,0.012680999
33.5,-122.5,-20,0.873682371,0.957513043,0.941867955,0.013136643,0.10976594,0.014104715
33.5,-121.5,-20,0.857666997,0.959646038,0.951046699,0.017206848,0.112456282,0.014286818
33.5,-120.5,-20,0.828722847,0.964344392,0.931723027,0.056595241,0.14205004,0.022597342
33.5,-119.5,-20,0.835769612,0.965497363,0.909822866,0.072122322,0.15684692,0.027508609
33.5,-118.5,-20,0.884747539,0.964690283,0.936714976,0.031420265,0.116491794,0.019987198
34.5,-124.5,-20,0.86552909,0.954890035,0.935587762,0.003833315,0.114877589,0.011759447
34.5,-123.5,-20,0.853066216,0.95491886,0.956521739,0.00628836,0.086629002,0.012013288
34.5,-122.5,-20,0.845670025,0.958233649,0.957648953,0.016840745,0.108420769,0.014744835
34.5,-121.5,-20,0.81404694,0.963479664,0.952173913,0.049531603,0.142588109,0.019567809
35.5,-124.5,-20,0.839496826,0.953535295,0.956199678,0.012792075,0.100887813,0.019904423
35.5,-123.5,-20,0.82068604,0.956446545,0.951690821,0.022569183,0.136669357,0.015671905
35.5,-122.5,-20,0.78457865,0.959357796,0.948953301,0.039668354,0.157923056,0.021278474
35.5,-121.5,-20,0.75103372,0.962989652,0.914492754,0.080521159,0.193166532,0.033827035
36.5,-124.5,-20,0.805485994,0.95316058,0.971175523,0.004780876,0.136669357,0.023038805
36.5,-123.5,-20,0.792731932,0.956619491,0.963607085,0.039797566,0.144740382,0.022166917
36.5,-122.5,-20,0.712363869,0.963739083,0.890660225,0.214062668,0.301049233,0.067935502
37.5,-124.5,-20,0.762331839,0.953016459,0.982608696,0.053795628,0.157923056,0.017708149
37.5,-123.5,-20,0.72080834,0.958925432,0.941867955,0.133886077,0.222491256,0.048875375
38.5,-124.5,-20,0.714518665,0.952295852,0.967793881,0.086572628,0.221684154,0.029279975
38.5,-123.5,-20,0.644633394,0.961490791,0.890338164,0.267427587,0.277912295,0.059895373
39.5,-124.5,-20,0.683827383,0.950912288,0.945732689,0.067147626,0.221146086,0.043070148
30.5,-124.5,-25,0.987770077,0.96345084,0.899516908,0.001205987,0.090933549,0.011731856
30.5,-123.5,-25,0.982528682,0.961490791,0.901288245,0.001033703,0.086090934,0.011980178
30.5,-122.5,-25,0.981538641,0.961779033,0.906924316,0.001378271,0.085552865,0.012173318
30.5,-121.5,-25,0.963135519,0.961058427,0.904186795,0.001464413,0.092009685,0.012234019
30.5,-120.5,-25,0.955098713,0.962153749,0.899677939,0.001852051,0.098466505,0.012360939
30.5,-119.5,-25,0.951429736,0.96385438,0.896779388,0.001313664,0.104385257,0.011329022
30.5,-118.5,-25,0.958185312,0.965670308,0.899677939,0.002648864,0.101425881,0.011362131
30.5,-117.5,-25,0.955855803,0.965266769,0.915942029,0.00314418,0.107613667,0.01312798
30.5,-116.5,-25,0.879389669,0.964863229,0.902415459,0.022956821,0.131557708,0.017890253
31.5,-124.5,-25,0.962960806,0.958637189,0.910628019,0.001787445,0.086359968,0.012708591
31.5,-123.5,-25,0.955972279,0.958896607,0.916586151,0.001485948,0.08716707,0.011947069
31.5,-122.5,-25,0.941645798,0.959444268,0.917069243,0.00223969,0.091202583,0.012002251
31.5,-121.5,-25,0.929241162,0.960597239,0.922544283,0.003359535,0.095507129,0.011985697
31.5,-120.5,-25,0.926969891,0.961865506,0.919162641,0.003251857,0.095238095,0.011952587
31.5,-119.5,-25,0.922077922,0.964113798,0.928180354,0.009281792,0.101425881,0.013177644
31.5,-118.5,-25,0.926387514,0.964200271,0.915458937,0.008032734,0.102232984,0.01316109
31.5,-117.5,-25,0.917069478,0.964920877,0.92689211,0.011650695,0.105999462,0.014049532
32.5,-124.5,-25,0.93646264,0.957253625,0.907729469,0.003058038,0.112456282,0.015004194
32.5,-123.5,-25,0.924931571,0.956677139,0.923027375,0.00180898,0.091471617,0.012267129
32.5,-122.5,-25,0.902102382,0.957714813,0.930595813,0.00671907,0.097928437,0.013348711
32.5,-121.5,-25,0.894764428,0.959242498,0.939613527,0.009820179,0.101156847,0.013039687
32.5,-120.5,-25,0.883349834,0.962124924,0.933011272,0.017099171,0.108420769,0.013911575
32.5,-119.5,-25,0.871061674,0.96405615,0.927697262,0.025067298,0.112187248,0.016096813
32.5,-118.5,-25,0.894182051,0.965122647,0.919323671,0.030041994,0.119182136,0.017939917
32.5,-117.5,-25,0.844039369,0.964488514,0.910950081,0.054484764,0.144471348,0.026084893
33.5,-124.5,-25,0.920039602,0.95411178,0.931400966,0.002088942,0.091471617,0.012316793
33.5,-123.5,-25,0.896278609,0.955351224,0.937198068,0.004823947,0.097390369,0.012763774
33.5,-122.5,-25,0.867742123,0.95762834,0.942190016,0.016582319,0.112725316,0.01460136
33.5,-121.5,-25,0.850096092,0.959761335,0.949597424,0.020889415,0.11622276,0.014937975
33.5,-120.5,-25,0.813813989,0.964430865,0.920289855,0.073263702,0.157384988,0.02590279
33.5,-119.5,-25,0.803564149,0.965497363,0.87826087,0.101948961,0.185364541,0.034384381
33.5,-118.5,-25,0.847300681,0.964402041,0.920450886,0.051900506,0.143126177,0.024903982
34.5,-124.5,-25,0.858016423,0.955034157,0.936070853,0.003833315,0.115684692,0.01168771
34.5,-123.5,-25,0.84706773,0.955207102,0.955716586,0.006245289,0.085552865,0.016163032
34.5,-122.5,-25,0.836293751,0.958348946,0.958293076,0.021966189,0.113532419,0.015473247
34.5,-121.5,-25,0.802399394,0.963508489,0.941062802,0.06307742,0.157384988,0.022647007
35.5,-124.5,-25,0.833381865,0.953650592,0.956360709,0.0150533,0.101425881,0.019937533
35.5,-123.5,-25,0.811368004,0.956619491,0.949597424,0.024701195,0.14070487,0.015876082
35.5,-122.5,-25,0.773280531,0.95958839,0.94041868,0.048519436,0.167070218,0.023336791
35.5,-121.5,-25,0.740958593,0.963220246,0.897584541,0.091482718,0.204465967,0.036553064
36.5,-124.5,-25,0.796925048,0.953218228,0.971819646,0.007063637,0.14393328,0.024236271
36.5,-123.5,-25,0.780443771,0.957080679,0.95410628,0.046064391,0.157384988,0.023778254
36.5,-122.5,-25,0.699260381,0.96405615,0.865539452,0.238225476,0.32149583,0.072708812
37.5,-124.5,-25,0.752489663,0.953419998,0.976489533,0.059717885,0.164917945,0.018767658
37.5,-123.5,-25,0.707122474,0.959559565,0.920128824,0.150123829,0.242130751,0.053069265
38.5,-124.5,-25,0.705783006,0.952987634,0.957809984,0.115322494,0.239171375,0.035879834
38.5,-123.5,-25,0.63397589,0.962413167,0.859098229,0.290513621,0.290825935,0.062511037
39.5,-124.5,-25,0.674043445,0.951632894,0.936876006,0.076429417,0.230562281,0.045636147
30.5,-124.5,-30,0.984567003,0.963594962,0.900805153,0.001162916,0.090664514,0.011715301
30.5,-123.5,-30,0.978335566,0.961519615,0.90273752,0.000969097,0.085821899,0.011930514
