Latitude,Longitude,Temperature (°C),Salinity (Unitless),Density (kg/m$^3$),Dissolved Oxygen (ml/l),Percent Oxygen Saturation,Apparent Oxygen Utilization,Silicate,Phosphate,Nitrate
-67.5,-162.5,-0.428,33.815,27.136,7.985,0.316,96.155,55.756,24.451,1.6869999999999998
-67.5,-157.5,-0.35100000000000003,33.755,27.105,7.952000000000001,0.29600000000000004,96.413,51.044,24.595,1.682
-67.5,-152.5,-0.47,33.705,27.09,8.055,0.18,97.811,44.67100000000001,22.545,1.6280000000000001
-67.5,-147.5,-0.261,33.669000000000004,27.099,8.0,0.282,96.62799999999999,38.665,23.769000000000002,1.679
-67.5,-142.5,-0.495,33.584,27.006,8.081,0.18899999999999997,97.749,31.557,25.076,1.784
-67.5,-137.5,-0.42100000000000004,33.628,27.019000000000002,8.094,-0.02,100.258,26.343000000000004,25.253,1.739
-67.5,-132.5,-0.419,33.68,27.057,7.882999999999999,0.379,95.48700000000001,25.941,26.131,1.859
-67.5,-127.5,-0.8079999999999999,33.759,27.123,7.872999999999999,0.483,94.24600000000001,30.726999999999997,25.815,1.7619999999999998
-67.5,-122.5,-0.83,33.689,27.08,7.819,0.509,93.929,39.33,26.506,1.89
-67.5,-117.5,-0.335,33.625,26.974,7.775,0.539,93.542,34.102,27.138,1.921
-67.5,-112.5,-0.247,33.788000000000004,27.104,7.641,0.701,91.652,39.693000000000005,26.252,1.895
-67.5,-107.5,-0.094,33.63,26.804000000000002,7.848,0.397,95.256,23.82,26.616,1.8259999999999998
-67.5,-102.5,-0.08900000000000001,33.559,26.901,7.875,0.05,99.39,17.067,23.930999999999997,1.619
-67.5,-97.5,-0.39299999999999996,33.534,26.945,7.938,0.222,97.335,16.317999999999998,24.429000000000002,1.7280000000000002
-67.5,-92.5,-0.516,33.504,26.881,7.9239999999999995,0.063,99.22,21.499000000000002,24.509,1.6219999999999999
-67.5,-87.5,-0.258,33.652,27.023000000000003,7.9270000000000005,0.025,99.74799999999999,34.505,25.934,1.729
-67.5,-82.5,-0.424,33.688,27.059,7.934,0.253,96.962,28.049,26.404,1.614
-67.5,-77.5,-0.485,33.728,27.128,7.822,0.22399999999999998,97.26299999999999,54.091,25.726,1.815
-67.5,-72.5,-0.32299999999999995,33.641999999999996,27.016,7.901,0.086,99.059,60.6,24.912,1.7519999999999998
-67.5,-67.5,-0.017,33.403,26.811,8.115,0.065,99.48299999999999,62.588,22.963,1.591
-67.5,-57.5,-1.2830000000000001,34.232,27.581,8.711,-0.446,105.44200000000001,56.266999999999996,19.809,1.4480000000000002
-67.5,-52.5,-1.777,34.155,27.57,7.2139999999999995,1.13,86.645,65.128,21.593000000000004,1.656
-67.5,-47.5,-1.496,33.659,27.092,7.542999999999999,0.9009999999999999,89.339,80.214,23.544,1.693
-67.5,-42.5,-0.912,33.883,27.19,8.134,0.076,99.088,72.334,25.564,1.666
-67.5,-37.5,-1.056,33.986999999999995,27.318,7.96,0.336,95.99700000000001,74.344,27.125999999999998,1.868
-67.5,-32.5,-0.9329999999999999,34.036,27.373,7.593999999999999,0.96,88.594,74.84,28.362,1.9409999999999998
-67.5,-27.5,-1.006,33.921,27.419,7.5,0.835,90.07799999999999,73.939,28.223000000000003,2.02
-67.5,-22.5,-0.46799999999999997,33.871,27.337,7.394,1.0959999999999999,87.014,75.541,27.846999999999998,1.9380000000000002
-67.5,-17.5,-0.466,33.96,27.289,7.4479999999999995,1.194,85.84700000000001,71.132,29.56,2.023
-67.5,-12.5,-0.631,33.986999999999995,27.329,7.779,0.8809999999999999,89.48200000000001,62.534,24.384,1.899
-67.5,-7.5,-0.696,34.071,27.368000000000002,7.766,0.45899999999999996,94.60700000000001,67.48,28.55,1.743
-67.5,-2.5,-0.59,34.196,27.504,7.379,1.37,83.78200000000001,65.545,28.496,1.926
-67.5,2.5,-0.22699999999999998,34.161,27.475,7.867000000000001,0.21,97.595,70.29,28.805999999999997,1.75
-67.5,7.5,-0.33399999999999996,34.101,27.39,7.861000000000001,0.10099999999999999,98.75299999999999,68.82300000000001,,1.838
-67.5,12.5,-0.55,33.841,27.283,8.048,0.273,96.74600000000001,57.056999999999995,30.3,1.827
-67.5,17.5,-0.09699999999999999,33.84,27.197,7.895,0.136,98.365,52.391000000000005,24.7,1.8230000000000002
-67.5,22.5,-0.244,33.713,27.121,7.987,0.152,98.16,59.657,26.25,1.6909999999999998
-67.5,27.5,-0.345,33.641,27.028000000000002,8.177999999999999,0.023,99.742,57.052,25.336,1.8230000000000002
-67.5,32.5,-0.228,33.746,27.121,7.92,0.262,96.86200000000001,57.88,26.125999999999998,1.8559999999999999
-67.5,37.5,-0.163,33.649,27.044,7.9910000000000005,0.266,96.80799999999999,49.827,24.361,1.7530000000000001
-67.5,42.5,-0.138,33.561,26.913,7.8020000000000005,0.251,97.015,53.52,26.24,1.875
-67.5,47.5,-0.86,33.784,27.16,7.975,0.006999999999999999,99.931,53.883,25.862,1.879
-67.5,52.5,-0.86,33.83,27.2,8.192,0.091,98.934,52.06,27.68,1.765
-67.5,57.5,-0.633,33.7,27.099,8.04,0.204,97.521,47.888000000000005,27.857,1.713
-67.5,62.5,-0.295,33.852,27.2,7.972,0.11699999999999999,98.611,55.248999999999995,27.846,1.819
-67.5,67.5,-0.18,33.643,27.011999999999997,8.047,0.035,99.59899999999999,51.98,26.428,1.726
-67.5,72.5,0.028999999999999998,33.597,26.99,8.105,-0.06,100.811,32.983000000000004,28.044,1.465
-67.5,77.5,-0.289,33.298,26.758000000000003,8.203,-0.047,100.632,30.476,23.025,1.629
-67.5,82.5,-0.599,33.538000000000004,26.918000000000003,8.177,0.061,99.335,46.42,22.579,1.7069999999999999
-67.5,87.5,-0.41600000000000004,33.46,26.869,8.436,-0.126,101.51299999999999,43.931999999999995,21.464000000000002,1.24
-67.5,92.5,-1.214,33.749,27.166,8.2,0.18899999999999997,97.77600000000001,56.073,,2.103
-67.5,97.5,-1.694,33.898,27.269000000000002,8.274,0.162,98.09899999999999,64.6,,
-67.5,107.5,-1.0590000000000002,33.469,26.914,7.95,0.36200000000000004,95.704,61.25,,1.46
-67.5,117.5,0.016,33.692,26.969,7.749,0.46399999999999997,94.39299999999999,54.983999999999995,25.55,1.679
-67.5,122.5,-0.5329999999999999,33.61,26.838,8.097999999999999,0.11199999999999999,98.671,46.103,27.833000000000002,1.825
-67.5,127.5,-1.135,33.604,26.993000000000002,7.952000000000001,0.41600000000000004,95.00399999999999,45.52,,1.4869999999999999
-67.5,132.5,-1.099,33.844,27.213,7.933,0.272,96.686,59.298,27.6,1.879
-67.5,137.5,-0.8390000000000001,33.830999999999996,27.23,7.803,0.419,94.883,56.585,27.364,1.933
-67.5,142.5,-0.88,34.033,27.366,8.043,0.214,97.43299999999999,53.63399999999999,27.723000000000003,1.735
-67.5,147.5,-0.9129999999999999,33.867,27.263,8.036,0.213,97.491,57.088,24.64,1.499
-67.5,152.5,-0.634,33.342,26.781,7.729,0.489,94.07600000000001,53.325,25.45,1.709
-67.5,157.5,-0.682,33.55,26.99,7.91,0.233,97.098,59.18899999999999,21.489,1.516
-67.5,162.5,-0.386,33.839,27.176,7.9670000000000005,0.191,97.708,69.945,22.114,1.524
-67.5,167.5,-0.45,33.919000000000004,27.259,7.973,0.147,98.226,67.055,23.862,1.5490000000000002
-67.5,172.5,-0.36,33.881,27.208000000000002,7.857,0.225,97.259,65.498,28.263,1.72
-67.5,177.5,-0.435,33.84,27.164,7.872999999999999,0.159,98.064,58.666000000000004,26.79,1.494
-62.5,-177.5,1.952,33.893,27.076,7.502999999999999,0.076,99.009,10.985999999999999,,1.5219999999999998
-62.5,-172.5,1.416,33.894,27.195999999999998,7.635,-0.027000000000000003,100.48100000000001,17.475,24.119,1.611
-62.5,-167.5,0.7090000000000001,33.863,27.2,7.898,-0.085,99.766,25.814,24.94,1.675
-62.5,-162.5,0.7040000000000001,33.87,27.14,7.778,-0.018000000000000002,100.31299999999999,42.343,25.866999999999997,1.5930000000000002
-62.5,-157.5,0.172,33.921,27.221999999999998,7.917000000000001,0.13,98.415,51.57899999999999,28.7,1.861
-62.5,-152.5,-0.03,34.016,27.334,7.867000000000001,0.045,99.445,58.886,26.272,1.8119999999999998
-62.5,-147.5,0.21899999999999997,34.053000000000004,27.313000000000002,7.957000000000001,0.037000000000000005,99.523,47.202,24.393,1.7209999999999999
-62.5,-142.5,0.265,33.965,27.256999999999998,7.896,0.174,97.824,48.778999999999996,27.454,1.8159999999999998
-62.5,-137.5,0.24600000000000002,33.9,27.198,7.775,0.145,98.15,35.441,27.374000000000002,1.757
-62.5,-132.5,0.8959999999999999,33.968,27.206999999999997,7.7379999999999995,0.111,98.56,33.766999999999996,26.366999999999997,1.869
-62.5,-127.5,0.902,33.942,27.183000000000003,7.6979999999999995,0.003,99.96,22.299,25.725,1.675
-62.5,-122.5,1.4340000000000002,33.946999999999996,27.163,7.767,-0.115,101.546,19.92,28.4,1.7169999999999999
-62.5,-117.5,1.633,33.951,27.133000000000003,7.593,0.013000000000000001,99.85600000000001,23.0,,1.83
-62.5,-112.5,2.19,33.952,27.11,7.57,-0.08800000000000001,101.234,11.0,22.75,1.85
-62.5,-107.5,2.623,33.951,27.113000000000003,7.367000000000001,0.22,97.10600000000001,13.867,25.256,1.81
-62.5,-102.5,2.495,33.931999999999995,27.083000000000002,7.479,-0.005,100.089,6.601,24.965999999999998,1.75
-62.5,-97.5,2.6630000000000003,33.961,27.098000000000003,7.285,0.25,96.339,8.47,24.758000000000003,1.735
-62.5,-92.5,2.5540000000000003,33.942,27.073,7.385,0.154,97.64299999999999,15.579,25.598000000000003,1.57
-62.5,-87.5,2.9410000000000003,33.957,27.1,7.182,0.075,99.014,5.191,22.997,1.5759999999999998
-62.5,-82.5,2.11,33.937,27.131999999999998,7.569,0.267,96.68799999999999,16.487000000000002,29.27,1.421
-62.5,-77.5,2.464,33.928000000000004,27.075,7.414,0.22,97.15,17.805999999999997,22.315,1.506
-62.5,-72.5,1.585,33.857,27.07,7.65,0.131,98.39,27.818,27.133000000000003,1.679
-62.5,-67.5,1.33,33.759,27.052,7.861000000000001,0.006,99.985,33.702,23.394000000000002,1.6569999999999998
-62.5,-62.5,0.89,33.797,27.088,7.836,0.009000000000000001,99.95700000000001,48.428000000000004,21.864,1.642
-62.5,-57.5,0.593,34.099000000000004,27.355,7.8260000000000005,0.11,98.696,66.015,23.123,1.715
-62.5,-52.5,-0.17800000000000002,34.124,27.423000000000002,7.646,0.43200000000000005,94.74799999999999,70.582,25.412,1.8119999999999998
-62.5,-47.5,0.043,34.025999999999996,27.33,7.893,0.16699999999999998,98.06200000000001,73.75,24.774,1.702
-62.5,-42.5,-0.04,33.976,27.261999999999997,7.876,0.256,96.961,67.442,24.021,1.7309999999999999
-62.5,-37.5,-0.39,33.983000000000004,27.295,7.88,0.272,96.745,65.75,21.385,1.6369999999999998
-62.5,-32.5,-0.436,33.909,27.309,7.864,0.237,97.199,66.34,23.878,1.88
-62.5,-27.5,-0.879,33.726,27.133000000000003,8.0,0.418,95.116,70.42699999999999,24.891,1.8659999999999999
-62.5,-22.5,-0.179,33.897,27.289,7.81,0.342,95.87700000000001,60.263999999999996,23.25,1.751
-62.5,-17.5,-0.39,33.816,27.24,8.129,0.040999999999999995,99.572,64.37899999999999,25.643,1.554
-62.5,-12.5,-0.35200000000000004,34.045,27.406,7.872999999999999,0.602,92.859,73.435,24.925,1.78
-62.5,-7.5,-0.757,34.0,27.331999999999997,7.812,0.762,90.941,62.1,,2.0069999999999997
-62.5,-2.5,-0.146,34.073,27.381,7.981,-0.028999999999999998,100.389,63.857,26.7,1.57
-62.5,2.5,-0.307,34.135,27.434,7.722,0.6559999999999999,92.291,61.946999999999996,27.191,1.6740000000000002
-62.5,7.5,-0.102,34.082,27.362,7.997000000000001,-0.106,101.402,54.68899999999999,24.267,1.6
-62.5,12.5,0.019,33.914,27.221,7.774,0.099,98.916,51.967,,1.645
-62.5,17.5,0.419,33.83,27.083000000000002,7.742000000000001,0.114,98.584,45.513000000000005,26.08,1.703
-62.5,22.5,0.6709999999999999,33.77,27.149,7.715,0.273,96.62299999999999,47.766999999999996,24.46,1.693
-62.5,27.5,0.54,33.766,27.107,7.676,0.146,98.214,51.937,26.04,1.824
-62.5,32.5,0.452,33.762,27.08,7.813,0.096,98.796,49.516000000000005,26.471999999999998,1.7719999999999998
-62.5,37.5,0.7140000000000001,33.798,27.09,7.846,-0.011000000000000001,100.163,54.074,26.961,1.6569999999999998
-62.5,42.5,0.675,33.864000000000004,27.176,7.777,0.163,98.066,53.505,26.065,1.784
-62.5,47.5,0.40399999999999997,33.846,27.144000000000002,7.726,0.11199999999999999,98.565,51.369,26.419,1.8359999999999999
-62.5,52.5,-0.013000000000000001,33.852,27.144000000000002,7.768,0.198,97.60799999999999,44.817,27.331999999999997,1.755
-62.5,57.5,0.27399999999999997,33.853,27.169,7.746,0.198,97.555,43.29600000000001,28.129,1.7480000000000002
-62.5,62.5,0.109,33.819,27.169,7.92,0.037000000000000005,99.52799999999999,40.93,26.893,1.774
-62.5,67.5,0.54,33.744,27.054000000000002,8.08,-0.132,101.647,40.731,28.093000000000004,1.946
-62.5,72.5,0.424,33.705,27.049,8.161,-0.254,103.10600000000001,41.138999999999996,27.541999999999998,1.892
-62.5,77.5,0.611,33.71,27.072,7.912999999999999,-0.045,100.603,34.207,25.381999999999998,1.709
-62.5,82.5,0.431,33.723,27.051,7.856,0.062,99.21799999999999,32.516,24.662,1.611
-62.5,87.5,0.335,33.789,27.160999999999998,8.024,-0.14,101.76899999999999,45.133,24.7,1.6869999999999998
-62.5,92.5,0.152,33.719,27.041999999999998,8.057,-0.07400000000000001,100.91,40.671,,1.67
-62.5,97.5,-0.048,33.833,27.221,7.822,0.162,98.041,45.096000000000004,24.675,1.8119999999999998
-62.5,102.5,-0.157,33.8,27.15,7.894,0.05,99.4,40.311,28.0,1.8159999999999998
-62.5,107.5,-0.049,33.819,27.127,7.978,0.168,97.91799999999999,40.571,26.95,1.795
-62.5,112.5,0.066,33.844,27.171,7.66,0.445,94.626,42.25,,1.8030000000000002
-62.5,117.5,0.49200000000000005,33.834,27.121,7.607,0.204,97.439,40.675,27.054000000000002,1.795
-62.5,122.5,0.34,33.912,27.232,7.735,0.213,97.367,42.46,26.929000000000002,1.857
-62.5,127.5,0.619,33.882,27.183000000000003,7.496,0.228,97.06200000000001,43.771,25.983,1.635
-62.5,132.5,0.6779999999999999,33.864000000000004,27.144000000000002,7.757999999999999,0.10400000000000001,98.605,42.946000000000005,26.53,1.959
-62.5,137.5,0.484,33.819,27.129,7.893,-0.055,100.87,35.792,27.424,1.83
-62.5,142.5,0.945,33.838,27.108,7.622000000000001,0.14800000000000002,98.098,33.475,27.031999999999996,1.755
-62.5,147.5,0.484,33.832,27.146,7.853,-0.113,101.443,27.894000000000002,26.631,1.7009999999999998
-62.5,152.5,0.655,33.775,27.101999999999997,7.765,0.03,99.617,33.628,27.519000000000002,1.5719999999999998
-62.5,157.5,0.726,33.786,27.112,7.696000000000001,0.139,98.255,48.315,25.607,1.6580000000000001
-62.5,162.5,1.864,33.881,27.103,7.65,0.079,99.035,40.762,27.717,1.5830000000000002
-62.5,167.5,2.685,33.882,27.037,7.624,-0.040999999999999995,100.51,30.605,26.725,1.584
-62.5,172.5,2.654,33.899,26.956,7.3660000000000005,-0.005,100.54899999999999,34.36,28.6,1.5530000000000002
-62.5,177.5,2.175,33.874,27.002,7.349,0.054000000000000006,99.279,9.258,25.8,1.18
-57.5,-177.5,4.948,34.009,26.863000000000003,6.957000000000001,-0.0,100.02600000000001,2.503,19.372,1.595
-57.5,-172.5,5.093999999999999,33.999,26.916999999999998,6.925,-0.019,100.291,4.905,20.971,1.319
-57.5,-167.5,4.72,33.946,26.926,7.047000000000001,0.057,99.28,5.792999999999999,18.642,1.4140000000000001
-57.5,-162.5,3.5610000000000004,33.907,26.959,7.291,-0.001,100.103,11.29,26.6,1.54
-57.5,-157.5,3.4760000000000004,33.879,26.967,7.385,-0.053,100.745,14.732000000000001,24.671,1.46
-57.5,-152.5,2.095,33.885999999999996,27.066999999999997,7.6339999999999995,-0.085,101.18299999999999,25.186999999999998,25.070999999999998,1.7690000000000001
-57.5,-147.5,1.524,33.977,27.151,7.74,0.038,99.324,33.334,26.724,1.841
-57.5,-142.5,3.06,33.977,27.008000000000003,7.377999999999999,0.08,99.00299999999999,18.48,24.221,1.79
-57.5,-137.5,3.365,33.961,26.998,7.332000000000001,0.096,98.749,16.157,25.281999999999996,1.7069999999999999
-57.5,-132.5,2.798,33.946999999999996,27.037,7.439,0.015,99.823,15.683,25.4,1.743
-57.5,-127.5,3.92,33.977,27.006,7.2620000000000005,0.002,99.86,10.117,22.68,1.5330000000000001
-57.5,-122.5,4.135,34.014,26.973000000000003,7.096,0.129,98.22200000000001,12.5,23.5,1.692
-57.5,-117.5,4.581,34.006,26.976999999999997,7.297999999999999,-0.27399999999999997,104.258,3.5,20.62,1.2919999999999998
-57.5,-112.5,4.263999999999999,34.021,26.949,6.975,0.349,95.334,,25.52,1.653
-57.5,-107.5,4.96,34.077,26.924,7.024,0.166,97.729,8.378,23.2,1.6380000000000001
-57.5,-102.5,5.541,34.07,26.901,6.978,-0.053,100.75299999999999,3.6830000000000003,20.565,1.4880000000000002
-57.5,-97.5,5.078,34.083,26.916999999999998,6.96,0.16399999999999998,97.728,6.28,21.535,1.5090000000000001
-57.5,-92.5,5.324,34.105,26.93,6.85,0.111,98.412,3.677,19.844,1.4240000000000002
-57.5,-87.5,5.837999999999999,34.119,26.905,6.825,-0.002,100.083,2.589,19.539,1.27
-57.5,-82.5,5.606,34.105,26.849,6.962000000000001,-0.040999999999999995,100.61200000000001,2.224,18.419,1.28
-57.5,-77.5,6.059,34.096,26.866,6.8660000000000005,0.105,98.57,5.392,20.297,1.3230000000000002
-57.5,-72.5,5.68,34.053000000000004,26.851,6.809,-0.091,101.336,4.0,15.350999999999999,1.25
-57.5,-67.5,5.593,34.012,26.874000000000002,7.023,-0.036000000000000004,100.554,3.31,17.972,1.365
-57.5,-62.5,4.155,33.972,26.956999999999997,7.48,-0.125,101.65,12.165,21.934,1.639
-57.5,-57.5,3.313,33.917,26.994,7.321000000000001,-0.048,100.605,12.093,22.697,1.5319999999999998
-57.5,-52.5,2.6460000000000004,33.903,27.061999999999998,7.524,-0.094,101.34,24.36,23.868000000000002,1.594
-57.5,-47.5,1.597,33.957,27.180999999999997,7.712000000000001,0.025,99.8,36.06,23.647,1.4769999999999999
-57.5,-42.5,1.26,33.989000000000004,27.233,7.789,0.015,99.863,47.23,24.53,1.5719999999999998
-57.5,-37.5,0.93,33.953,27.191999999999997,7.807,-0.006999999999999999,100.178,44.028999999999996,23.748,1.632
-57.5,-32.5,0.809,33.933,27.2,7.814,0.002,100.105,40.071999999999996,21.822,1.6880000000000002
-57.5,-27.5,0.043,33.943000000000005,27.255,7.978,0.09,98.929,54.803999999999995,23.078000000000003,1.5319999999999998
-57.5,-22.5,0.47,33.786,27.136999999999997,7.976,-0.013000000000000001,100.15799999999999,42.028,24.378,1.452
-57.5,-17.5,0.583,33.859,27.155,7.881,0.063,99.225,34.26,22.823,1.656
-57.5,-12.5,0.344,33.825,27.143,7.773,0.257,96.964,52.445,25.8,1.801
-57.5,-7.5,-0.2,33.85,27.205,8.091000000000001,0.042,99.505,57.523999999999994,27.85,1.81
-57.5,-2.5,-0.33,33.95,27.305,8.054,-0.039,100.48100000000001,54.688,23.994,1.704
-57.5,2.5,-0.076,34.025,27.340999999999998,7.797000000000001,0.222,97.374,63.493,27.051,1.8430000000000002
-57.5,7.5,-0.35600000000000004,34.086,27.389,8.036,-0.11199999999999999,101.43,61.7,22.633000000000003,1.508
-57.5,12.5,0.048,33.899,27.223000000000003,7.9510000000000005,0.004,99.928,50.7,,1.7209999999999999
-57.5,17.5,0.12300000000000001,33.902,27.201999999999998,7.832999999999999,0.11800000000000001,98.51799999999999,51.383,27.467,1.704
-57.5,22.5,0.757,33.891999999999996,27.193,7.769,0.087,98.885,52.243,28.9,1.7369999999999999
-57.5,27.5,0.9490000000000001,33.919000000000004,27.201,7.638999999999999,0.027999999999999997,99.63600000000001,43.226000000000006,25.114,1.725
-57.5,32.5,0.9940000000000001,33.878,27.139,7.735,-0.10300000000000001,101.37200000000001,35.033,25.351,1.7930000000000001
-57.5,37.5,0.721,33.906,27.208000000000002,7.581,0.19699999999999998,97.522,37.4,24.0,1.71
-57.5,42.5,0.486,33.871,27.178,7.621,0.09699999999999999,98.79299999999999,26.25,24.0,1.6380000000000001
-57.5,47.5,1.03,33.859,27.112,7.779,0.11599999999999999,98.54899999999999,39.6,25.333000000000002,1.69
-57.5,52.5,0.604,33.866,27.162,7.803999999999999,-0.11199999999999999,101.445,26.0,24.0,1.685
-57.5,57.5,0.713,33.848,27.131999999999998,7.747000000000001,-0.002,100.037,34.0,,1.805
-57.5,62.5,1.305,33.857,27.101,7.6610000000000005,0.159,97.985,31.717,27.791,1.929
-57.5,67.5,1.155,33.856,27.125999999999998,7.582999999999999,0.017,99.789,22.737,26.215,1.796
-57.5,72.5,0.813,33.816,27.113000000000003,7.87,0.086,98.90299999999999,31.8,28.2,1.824
-57.5,77.5,0.6409999999999999,33.898,27.221,7.709,0.24600000000000002,96.936,27.714000000000002,,1.686
-57.5,82.5,1.3969999999999998,33.917,27.14,7.619,0.165,97.929,31.029,25.826999999999998,1.682
-57.5,87.5,1.3519999999999999,33.912,27.131999999999998,7.871,0.11800000000000001,98.46799999999999,27.666999999999998,29.0,1.62
-57.5,92.5,1.077,33.894,27.136,7.877999999999999,-0.066,100.859,31.666999999999998,25.0,1.62
-57.5,97.5,1.273,33.902,27.143,7.662000000000001,0.131,98.36200000000001,21.504,24.525,1.881
-57.5,102.5,1.1079999999999999,33.908,27.17,7.72,0.092,98.811,30.511,27.125,1.899
-57.5,107.5,1.5759999999999998,33.9,27.127,7.821000000000001,-0.122,101.581,26.75,27.46,1.665
