Minutes,Velocity
0.563333333,-1848
0.564166667,-1835
0.565,-1802
0.565833333,-1770
0.566666667,-1713
0.5675,-1642
0.568333333,-1553
0.569166667,-1423
0.57,-1297
0.570833333,-1196
0.571666667,-1031
0.5725,-850
0.573333333,-654
0.574166667,-425
0.575,-204
0.575833333,45
0.576666667,298
0.5775,547
0.578333333,815
0.579166667,1091
0.58,1339
0.580833333,1566
0.581666667,1812
0.5825,2024
0.583333333,2226
0.584166667,2446
0.585,2667
0.585833333,2872
0.586666667,3076
0.5875,3280
0.588333333,3459
0.589166667,3664
0.59,3845
0.590833333,3970
0.591666667,4112
0.5925,4226
0.593333333,4287
0.594166667,4354
0.595,4386
0.595833333,4403
0.596666667,4415
0.5975,4407
0.598333333,4416
0.599166667,4393
0.6,4379
0.600833333,4350
0.601666667,4324
0.6025,4337
0.603333333,4274
0.604166667,4228
0.605,4169
0.605833333,4077
0.606666667,4000
0.6075,3879
0.608333333,3791
0.609166667,3643
0.61,3480
0.610833333,3337
0.611666667,3156
0.6125,3020
0.613333333,2873
0.614166667,2715
0.615,2574
0.615833333,2475
0.616666667,2397
0.6175,2304
0.618333333,2237
0.619166667,2221
0.62,2217
0.620833333,2167
0.621666667,2138
0.6225,2135
0.623333333,2135
0.624166667,2151
0.625,2162
0.625833333,2177
0.626666667,2184
0.6275,2182
0.628333333,2199
0.629166667,2189
0.63,2184
0.630833333,2201
0.631666667,2177
0.6325,2133
0.633333333,2111
0.634166667,2091
0.635,2058
0.635833333,2057
0.636666667,2054
0.6375,2021
0.638333333,2012
0.639166667,2013
0.64,2025
0.640833333,2044
0.641666667,2043
0.6425,2039
0.643333333,2013
0.644166667,1986
0.645,1936
0.645833333,1903
0.646666667,1889
0.6475,1794
0.648333333,1743
0.649166667,1718
0.65,1687
0.650833333,1654
0.651666667,1607
0.6525,1619
0.653333333,1585
0.654166667,1593
0.655,1626
0.655833333,1641
0.656666667,1739
0.6575,1786
0.658333333,1872
0.659166667,1976
0.66,2041
0.660833333,2145
0.661666667,2196
0.6625,2276
0.663333333,2344
0.664166667,2363
0.665,2398
0.665833333,2402
0.666666667,2402
0.6675,2346
0.668333333,2276
0.669166667,2227
0.67,2135
0.670833333,2026
0.671666667,1895
0.6725,1776
0.673333333,1692
0.674166667,1609
0.675,1525
0.675833333,1444
0.676666667,1405
0.6775,1386
0.678333333,1368
0.679166667,1411
0.68,1418
0.680833333,1426
0.681666667,1454
0.6825,1399
0.683333333,1378
0.684166667,1322
0.685,1243
0.685833333,1174
0.686666667,1124
0.6875,1067
0.688333333,967
0.689166667,950
0.69,921
0.690833333,901
0.691666667,898
0.6925,868
0.693333333,860
0.694166667,839
0.695,821
0.695833333,817
0.696666667,812
0.6975,793
0.698333333,752
0.699166667,691
0.7,668
0.700833333,665
0.701666667,636
0.7025,635
0.703333333,644
0.704166667,618
0.705,598
0.705833333,581
0.706666667,566
0.7075,566
0.708333333,588
0.709166667,576
0.71,559
0.710833333,611
0.711666667,608
0.7125,624
0.713333333,686
0.714166667,720
0.715,793
0.715833333,853
0.716666667,922
0.7175,1008
0.718333333,1109
0.719166667,1217
0.72,1318
0.720833333,1476
0.721666667,1604
0.7225,1696
0.723333333,1848
0.724166667,2008
0.725,2153
0.725833333,2324
0.726666667,2490
0.7275,2658
0.728333333,2843
0.729166667,3041
0.73,3211
0.730833333,3365
0.731666667,3541
0.7325,3662
0.733333333,3768
0.734166667,3882
0.735,3952
0.735833333,3994
0.736666667,4065
0.7375,4128
0.738333333,4186
0.739166667,4258
0.74,4291
0.740833333,4324
0.741666667,4354
0.7425,4397
0.743333333,4414
0.744166667,4429
0.745,4448
0.745833333,4447
0.746666667,4485
0.7475,4481
0.748333333,4450
0.749166667,4403
0.75,4343
0.750833333,4294
0.751666667,4223
0.7525,4152
0.753333333,4060
0.754166667,3952
0.755,3846
0.755833333,3720
0.756666667,3597
0.7575,3477
0.758333333,3366
0.759166667,3277
0.76,3148
0.760833333,3067
0.761666667,3027
0.7625,2952
0.763333333,2901
0.764166667,2884
0.765,2888
0.765833333,2869
0.766666667,2850
0.7675,2828
0.768333333,2826
0.769166667,2829
0.77,2782
0.770833333,2727
0.771666667,2638
0.7725,2546
0.773333333,2470
0.774166667,2366
0.775,2278
0.775833333,2205
0.776666667,2091
0.7775,1981
0.778333333,1913
0.779166667,1835
0.78,1708
0.780833333,1590
0.781666667,1469
0.7825,1300
0.783333333,1156
0.784166667,990
0.785,812
0.785833333,653
0.786666667,491
0.7875,356
0.788333333,221
0.789166667,109
0.79,4
0.790833333,-99
0.791666667,-171
0.7925,-234
0.793333333,-290
0.794166667,-330
0.795,-390
0.795833333,-443
0.796666667,-472
0.7975,-517
0.798333333,-508
0.799166667,-479
0.8,-494
0.800833333,-495
0.801666667,-475
0.8025,-456
0.803333333,-437
0.804166667,-414
0.805,-386
0.805833333,-361
0.806666667,-333
0.8075,-315
0.808333333,-301
0.809166667,-269
0.81,-231
0.810833333,-214
0.811666667,-218
0.8125,-201
0.813333333,-190
0.814166667,-195
0.815,-179
0.815833333,-176
0.816666667,-203
0.8175,-232
0.818333333,-278
0.819166667,-308
0.82,-326
0.820833333,-352
0.821666667,-354
0.8225,-372
0.823333333,-384
0.824166667,-385
0.825,-341
0.825833333,-270
0.826666667,-199
0.8275,-78
0.828333333,66
0.829166667,269
0.83,474
0.830833333,676
0.831666667,915
0.8325,1149
0.833333333,1422
0.834166667,1688
0.835,1959
0.835833333,2244
0.836666667,2503
0.8375,2761
0.838333333,3014
0.839166667,3283
0.84,3536
0.840833333,3795
0.841666667,4075
0.8425,4332
0.843333333,4561
0.844166667,4785
0.845,5016
0.845833333,5182
0.846666667,5372
0.8475,5548
0.848333333,5658
0.849166667,5767
0.85,5823
0.850833333,5865
0.851666667,5880
0.8525,5895
0.853333333,5912
0.854166667,5864
0.855,5834
0.855833333,5817
0.856666667,5734
0.8575,5667
0.858333333,5607
0.859166667,5491
0.86,5410
0.860833333,5310
0.861666667,5204
0.8625,5105
0.863333333,4983
0.864166667,4885
0.865,4762
0.865833333,4649
0.866666667,4513
0.8675,4343
0.868333333,4198
0.869166667,4028
0.87,3847
0.870833333,3662
0.871666667,3441
0.8725,3249
0.873333333,3039
0.874166667,2809
0.875,2634
0.875833333,2423
0.876666667,2247
0.8775,2112
0.878333333,1958
0.879166667,1848
0.88,1759
0.880833333,1688
0.881666667,1628
0.8825,1593
0.883333333,1569
0.884166667,1525
0.885,1501
0.885833333,1498
0.886666667,1533
0.8875,1593
0.888333333,1637
0.889166667,1669
0.89,1719
0.890833333,1770
0.891666667,1775
0.8925,1799
0.893333333,1793
0.894166667,1780
0.895,1774
0.895833333,1701
0.896666667,1677
0.8975,1626
0.898333333,1548
0.899166667,1487
0.9,1403
0.900833333,1332
0.901666667,1255
0.9025,1173
0.903333333,1080
0.904166667,1010
0.905,914
0.905833333,785
0.906666667,675
0.9075,537
0.908333333,371
0.909166667,172
0.91,-34
0.910833333,-229
0.911666667,-470
0.9125,-695
0.913333333,-896
0.914166667,-1059
0.915,-1186
0.915833333,-1330
0.916666667,-1404
0.9175,-1467
0.918333333,-1503
0.919166667,-1496
0.92,-1497
0.920833333,-1438
0.921666667,-1402
0.9225,-1345
0.923333333,-1270
0.924166667,-1218
0.925,-1119
0.925833333,-1034
0.926666667,-914
0.9275,-799
0.928333333,-727
0.929166667,-611
0.93,-465
0.930833333,-305
0.931666667,-150
0.9325,17
0.933333333,193
0.934166667,368
0.935,603
0.935833333,827
0.936666667,1027
0.9375,1243
0.938333333,1462
0.939166667,1657
0.94,1825
0.940833333,2023
0.941666667,2227
0.9425,2436
0.943333333,2607
0.944166667,2757
0.945,2924
0.945833333,3071
0.946666667,3212
0.9475,3338
0.948333333,3437
0.949166667,3518
0.95,3622
0.950833333,3682
0.951666667,3737
0.9525,3794
0.953333333,3805
0.954166667,3834
0.955,3831
0.955833333,3825
0.956666667,3794
0.9575,3763
0.958333333,3754
0.959166667,3705
0.96,3712
0.960833333,3710
0.961666667,3689
0.9625,3726
0.963333333,3751
0.964166667,3780
0.965,3829
0.965833333,3853
0.966666667,3863
0.9675,3883
0.968333333,3910
0.969166667,3929
0.97,3933
0.970833333,3942
0.971666667,3910
0.9725,3896
0.973333333,3940
0.974166667,3919
0.975,3911
0.975833333,3916
0.976666667,3913
0.9775,3918
0.978333333,3923
0.979166667,3936
0.98,3916
0.980833333,3921
0.981666667,3891
0.9825,3879
0.983333333,3839
0.984166667,3786
0.985,3796
0.985833333,3739
0.986666667,3694
0.9875,3630
0.988333333,3574
0.989166667,3532
0.99,3460
0.990833333,3384
0.991666667,3303
0.9925,3215
0.993333333,3109
0.994166667,3021
0.995,2915
0.995833333,2857
0.996666667,2761
0.9975,2671
0.998333333,2627
0.999166667,2532
1,2469
1.000833333,2366
1.001666667,2287
1.0025,2183
1.003333333,1997
1.004166667,1880
1.005,1762
1.005833333,1640
1.006666667,1559
1.0075,1447
1.008333333,1329
1.009166667,1244
1.01,1159
1.010833333,1089
1.011666667,1048
1.0125,1019
1.013333333,1042
1.014166667,1110
1.015,1200
1.015833333,1348
1.016666667,1531
1.0175,1787
1.018333333,2108
1.019166667,2466
1.02,2902
1.020833333,3369
1.021666667,3875
1.0225,4456
1.023333333,5058
1.024166667,5681
1.025,6344
1.025833333,6991
1.026666667,7655
1.0275,8309
1.028333333,8912
1.029166667,9557
1.03,10209
1.030833333,10856
1.031666667,11530
1.0325,12242
1.033333333,12969
1.034166667,13689
1.035,14421
1.035833333,15147
1.036666667,15887
1.0375,16580
1.038333333,17301
1.039166667,18101
1.04,18854
1.040833333,19654
1.041666667,20461
1.0425,21265
1.043333333,22097
1.044166667,22915
1.045,23789
1.045833333,24614
1.046666667,25440
1.0475,26336
1.048333333,27223
1.049166667,28177
1.05,29206
1.050833333,30295
1.051666667,31490
1.0525,32753
1.053333333,34105
1.054166667,35546
1.055,37027
1.055833333,38588
1.056666667,40188
1.0575,41847
1.058333333,43578
1.059166667,45361
1.06,47252
1.060833333,49224
1.061666667,51313
1.0625,53511
1.063333333,55829
1.064166667,58268
1.065,60790
1.065833333,63407
1.066666667,66024
1.0675,68695
1.068333333,71364
1.069166667,73937
1.07,76438
1.070833333,78793
1.071666667,80963
1.0725,82870
1.073333333,84519
1.074166667,85894
1.075,86939
1.075833333,87660
1.076666667,88068
1.0775,88212
1.078333333,88099
1.079166667,87714
1.08,87118
1.080833333,86351
1.081666667,85388
1.0825,84290
1.083333333,83007
1.084166667,81535
1.085,79917
1.085833333,78057
1.086666667,75971
1.0875,73645
1.088333333,71063
1.089166667,68215
1.09,65125
1.090833333,61801
1.091666667,58213
1.0925,54399
1.093333333,50324
1.094166667,46014
1.095,41498
1.095833333,36797
1.096666667,31915
1.0975,26854
1.098333333,21704
1.099166667,16484
1.1,11231
1.100833333,6018
1.101666667,896
1.1025,-4090
1.103333333,-8919
1.104166667,-13595
1.105,-18138
1.105833333,-22528
1.106666667,-26745
1.1075,-30758
1.108333333,-34533
1.109166667,-38090
1.11,-41398
1.110833333,-44382
1.111666667,-47038
1.1125,-49271
1.113333333,-50994
1.114166667,-52251
1.115,-52972
1.115833333,-53215
1.116666667,-52991
1.1175,-52281
1.118333333,-51173
1.119166667,-49639
1.12,-47716
1.120833333,-45443
1.121666667,-42898
1.1225,-40051
1.123333333,-36932
1.124166667,-33678
1.125,-30317
1.125833333,-26919
1.126666667,-23523
1.1275,-20224
1.128333333,-17012
1.129166667,-13890
1.13,-10892
1.130833333,-7942
1.131666667,-5016
1.1325,-2052
1.133333333,945
1.134166667,4002
1.135,7085
1.135833333,10162
1.136666667,13220
1.1375,16149
1.138333333,18952
1.139166667,21550
1.14,23868
1.140833333,25926
1.141666667,27647
1.1425,29035
1.143333333,30115
1.144166667,30912
1.145,31467
1.145833333,31726
1.146666667,31747
1.1475,31496
1.148333333,30867
1.149166667,29900
1.15,28609
1.150833333,26941
1.151666667,24924
1.1525,22594
1.153333333,19967
1.154166667,17094
1.155,13967
1.155833333,10707
1.156666667,7380
1.1575,3997
1.158333333,654
1.159166667,-2614
1.16,-5725
1.160833333,-8634
1.161666667,-11296
1.1625,-13672
1.163333333,-15814
1.164166667,-17762
1.165,-19545
1.165833333,-21248
1.166666667,-22959
1.1675,-24686
1.168333333,-26471
1.169166667,-28351
1.17,-30314
1.170833333,-32410
1.171666667,-34608
1.1725,-36891
1.173333333,-39300
1.174166667,-41842
1.175,-44530
1.175833333,-47294
1.176666667,-50152
1.1775,-53071
1.178333333,-55974
1.179166667,-58859
1.18,-61653
1.180833333,-64332
1.181666667,-66815
1.1825,-69054
1.183333333,-70961
1.184166667,-72497
1.185,-73746
1.185833333,-74671
1.186666667,-75423
1.1875,-76205
1.188333333,-77047
1.189166667,-78080
1.19,-79382
1.190833333,-80937
1.191666667,-82766
1.1925,-84770
1.193333333,-86890
1.194166667,-89018
1.195,-91091
1.195833333,-93140
1.196666667,-95012
1.1975,-96703
1.198333333,-98251
1.199166667,-99528
1.2,-100536
1.200833333,-101302
1.201666667,-101679
1.2025,-101611
1.203333333,-101105
1.204166667,-100048
1.205,-98439
1.205833333,-96335
1.206666667,-93786
1.2075,-90946
1.208333333,-87897
1.209166667,-84748
1.21,-81619
1.210833333,-78497
1.211666667,-75481
1.2125,-72605
1.213333333,-69813
1.214166667,-67150
1.215,-64644
1.215833333,-62265
1.216666667,-60041
1.2175,-57995
1.218333333,-56146
1.219166667,-54572
1.22,-53383
1.220833333,-52592
1.221666667,-52223
1.2225,-52299
1.223333333,-52698
1.224166667,-53337
1.225,-54113
1.225833333,-54959
1.226666667,-55789
1.2275,-56540
1.228333333,-57245
1.229166667,-57960
1.23,-58703
1.230833333,-59517
1.231666667,-60531
1.2325,-61783
1.233333333,-63325
1.234166667,-65168
1.235,-67343
1.235833333,-69860
1.236666667,-72746
1.2375,-76056
1.238333333,-79763
1.239166667,-83846
1.24,-88218
1.240833333,-92820
1.241666667,-97535
1.2425,-102221
1.243333333,-106799
1.244166667,-111231
1.245,-115327
1.245833333,-118980
1.246666667,-122164
1.2475,-124630
1.248333333,-126348
1.249166667,-127269
1.25,-127407
1.250833333,-126823
1.251666667,-125594
1.2525,-123996
1.253333333,-122102
1.254166667,-120040
1.255,-117879
1.255833333,-115592
1.256666667,-113144
1.2575,-110465
1.258333333,-107530
1.259166667,-104222
1.26,-100527
1.260833333,-96503
1.261666667,-92130
1.2625,-87400
1.263333333,-82379
1.264166667,-77079
1.265,-71526
1.265833333,-65771
1.266666667,-59833
1.2675,-53732
1.268333333,-47457
1.269166667,-41037
1.27,-34513
1.270833333,-27905
1.271666667,-21221
1.2725,-14537
1.273333333,-7910
1.274166667,-1427
1.275,4802
1.275833333,10729
1.276666667,16224
1.2775,21257
1.278333333,25811
1.279166667,29807
1.28,33247
1.280833333,36213
1.281666667,38646
1.2825,40506
1.283333333,41821
1.284166667,42486
1.285,42458
1.285833333,41672
1.286666667,40103
1.2875,37743
1.288333333,34620
1.289166667,30827
1.29,26432
1.290833333,21598
1.291666667,16415
1.2925,10923
1.293333333,5290
1.294166667,-409
1.295,-6169
1.295833333,-11843
1.296666667,-17442
1.2975,-22908
1.298333333,-28156
1.299166667,-33301
1.3,-38256
1.300833333,-43084
1.301666667,-47893
1.3025,-52639
1.303333333,-57403
1.304166667,-62148
1.305,-66762
1.305833333,-71186
1.306666667,-75379
1.3075,-79258
1.308333333,-82850
1.309166667,-86192
1.31,-89249
1.310833333,-92055
1.311666667,-94508
1.3125,-96588
1.313333333,-98185
1.314166667,-99160
1.315,-99454
1.315833333,-98892
1.316666667,-97467
1.3175,-95085
1.318333333,-91689
1.319166667,-87333
1.32,-81945
1.320833333,-75633
1.321666667,-68576
1.3225,-60841
1.323333333,-52607
1.324166667,-44056
1.325,-35316
1.325833333,-26620
1.326666667,-18106
1.3275,-9865
1.328333333,-2024
1.329166667,5352
1.33,12152
1.330833333,18344
1.331666667,23934
1.3325,28929
1.333333333,33385
1.334166667,37306
1.335,40717
1.335833333,43717
1.336666667,46306
1.3375,48545
1.338333333,50548
1.339166667,52264
1.34,53762
1.340833333,54958
1.341666667,55779
1.3425,56142
1.343333333,55916
1.344166667,55097
1.345,53567
1.345833333,51434
1.346666667,48701
1.3475,45364
1.348333333,41536
1.349166667,37205
1.35,32441
1.350833333,27260
1.351666667,21792
1.3525,16184
1.353333333,10617
1.354166667,5295
1.355,393
1.355833333,-3902
1.356666667,-7600
1.3575,-10639
1.358333333,-12960
1.359166667,-14562
1.36,-15327
1.360833333,-15186
1.361666667,-14102
1.3625,-12024
1.363333333,-8959
1.364166667,-4948
1.365,-76
1.365833333,5617
1.366666667,12084
1.3675,19298
1.368333333,27167
1.369166667,35532
1.37,44324
1.370833333,53377
1.371666667,62597
1.3725,71895
1.373333333,81148
1.374166667,90231
1.375,99068
1.375833333,107617
1.376666667,115610
1.3775,123008
1.378333333,129726
1.379166667,135615
1.38,140740
1.380833333,145022
1.381666667,148488
1.3825,151205
1.383333333,153231
1.384166667,154608
1.385,155409
1.385833333,155820
1.386666667,155893
1.3875,155741
1.388333333,155448
1.389166667,155031
1.39,154505
1.390833333,153771
1.391666667,152808
1.3925,151595
1.393333333,150111
1.394166667,148320
1.395,146259
1.395833333,143983
1.396666667,141482
1.3975,138851
1.398333333,136105
1.399166667,133330
1.4,130604
1.400833333,127948
1.401666667,125474
1.4025,123211
1.403333333,121195
1.404166667,119530
1.405,118262
1.405833333,117369
1.406666667,116876
1.4075,116753
1.408333333,116954
1.409166667,117444
1.41,118150
1.410833333,119059
1.411666667,120126
1.4125,121307
1.413333333,122531
1.414166667,123737
1.415,124870
1.415833333,125744
1.416666667,126248
1.4175,126321
1.418333333,125880
1.419166667,124958
1.42,123608
1.420833333,121871
1.421666667,119883
1.4225,117692
1.423333333,115342
1.424166667,112950
1.425,110510
1.425833333,108013
